1,,0,0,300,-45,1,60,80,170,150,140,50,0,1,4,3,3,0,4,7,131,00000000000000000000000000001001,0,0,0,650,0,0
2,,0,1,280,-60,1,90,110,190,140,120,80,1,2,4,3,2,1,3,12,131,00000000000000000000000000001001,0,0,0,730,0,0
3,,0,2,300,55,0,80,70,170,150,120,60,1,1,4,3,2,0,3,9,131,00000000000000000000000000001001,0,0,4096,650,0,0
4,,0,6,380,-70,2,80,60,170,100,150,50,1,1,4,2,3,0,4,7,131,00000000000000000000000000001001,0,0,256,610,0,0
5,,0,7,320,15,2,80,140,150,110,90,120,1,2,3,2,2,2,2,11,131,00000000000000000000000000011001,0,0,0,690,0,0
6,,0,8,320,-10,0,70,80,130,150,140,90,1,1,3,3,3,1,3,9,131,00000000000000000000000000001001,0,0,4,660,0,0
7,,0,9,340,-50,3,80,110,140,150,100,130,1,2,3,3,2,2,3,10,131,00000000000000000000000000001001,0,0,1,710,0,0
8,,0,11,300,55,1,70,80,150,180,140,50,0,1,4,3,3,0,4,8,131,00000000000000000000000000001001,0,0,0,670,0,0
9,,0,13,300,25,0,80,130,100,150,140,50,1,2,2,3,3,0,3,10,131,00000000000000000000001000001001,0,0,0,650,0,0
10,,0,15,280,70,0,70,100,170,150,110,80,0,2,4,3,2,1,3,10,131,00000000000000000000000000001001,0,0,0,680,0,0
11,,0,16,360,-50,2,50,80,170,150,140,60,0,1,4,3,3,0,3,11,131,00000000000000000000000000001001,0,0,128,650,0,0
12,,0,18,320,-20,0,70,110,130,150,140,60,1,2,3,3,3,0,4,9,131,00000000000000000000000000001001,0,0,1024,660,0,0
13,,0,22,320,-30,0,90,50,100,170,120,130,1,1,2,3,2,2,4,7,131,00000000000000000000000000001001,0,0,0,660,0,0
14,,0,23,320,-60,1,60,80,200,150,110,50,0,1,4,3,2,0,3,9,131,00000000000000000000000000001001,0,0,0,650,0,0
15,,0,24,320,-10,2,110,150,90,130,140,70,1,2,4,2,2,1,3,11,131,00000000000000000000000000001011,0,0,2048,690,0,0
16,,0,26,280,-75,3,70,100,170,160,120,60,1,1,4,3,2,0,3,9,1155,00000000000000000000000000001001,0,0,0,680,0,0
17,,0,28,320,-20,0,80,60,160,150,110,100,1,1,4,3,2,1,3,10,131,00000000000000000000000000001001,0,0,32,660,0,0
18,,0,31,360,-25,1,150,60,170,100,110,80,0,1,4,2,2,1,3,9,131,00000000000000000000000000001001,0,0,0,670,0,0
19,,0,33,360,40,1,100,80,140,150,110,60,2,1,3,3,2,0,3,7,131,00000000000000000000000000001001,0,0,0,640,0,0
20,,0,34,280,-40,0,110,70,150,120,100,140,2,1,3,2,2,2,2,11,131,00000000000000000001000000001001,0,0,0,690,0,0
21,,0,36,320,-5,2,120,80,140,150,110,60,2,1,3,3,2,0,3,10,131,00000000000000000000000000001001,0,0,0,660,0,0
22,,0,37,280,-70,1,80,120,110,150,130,90,1,2,2,3,2,1,3,9,131,00000000000000000000000000001001,0,0,0,680,0,0
23,,1,0,270,-55,1,100,120,200,110,80,90,2,3,4,2,1,2,2,15,35,00000000000000000000000000000101,0,0,0,700,0,0
24,,1,1,250,-70,1,140,170,160,120,50,130,3,4,4,2,0,3,1,20,35,00000000000000000000000000001101,0,0,0,770,0,0
25,,1,4,270,-5,1,140,170,100,130,50,150,3,4,2,2,0,3,1,17,35,00000000000000000000000000000101,0,0,64,740,0,0
26,,1,5,270,35,0,120,170,150,130,90,110,2,4,3,2,1,2,1,18,35,00000000000000000000000000000101,0,0,8,770,0,0
27,,1,7,290,0,2,140,240,130,80,10,150,3,4,3,1,0,3,1,19,35,00000000000000000000000000000101,0,0,0,750,0,0
28,,1,9,310,-60,3,130,170,140,120,40,150,3,4,3,2,0,3,1,18,35,00000000000000000000000000000101,0,0,1,750,0,0
29,,1,10,310,-30,0,120,150,140,110,50,180,3,3,3,2,0,3,1,18,35,00000000000000000000000000000101,0,0,0,750,0,0
30,,1,11,270,40,1,110,140,160,130,80,100,2,3,4,3,1,2,2,16,35,00000000000000000000000000000101,0,0,0,720,0,0
31,,1,15,250,55,0,100,160,170,110,90,130,2,4,4,2,0,3,1,18,35,00000000000000000000000000000101,0,0,0,760,0,0
32,,1,16,330,-60,2,90,150,170,120,140,80,2,3,4,2,2,2,1,19,35,00000000000000000000000000000101,0,0,128,750,0,0
33,,1,18,290,-30,0,140,180,130,120,80,100,3,4,3,2,1,2,2,17,35,00000000000000000000000000000101,0,0,1024,750,0,0
34,,1,22,290,-40,0,130,110,90,160,20,170,3,3,2,3,0,3,2,15,35,00000000000000000000000000000101,0,0,0,680,0,0
35,,1,26,250,-80,3,120,130,210,150,60,80,3,3,4,3,0,2,1,17,1059,00000000000000000000000000000101,0,0,0,750,0,0
36,,1,34,250,-50,0,180,130,140,120,10,190,3,3,3,2,0,3,1,19,35,00000000000000000000000000000111,0,0,0,770,0,0
37,,2,0,300,-10,1,70,100,140,160,110,80,1,2,3,4,2,1,3,11,15,00000000000000000000001000000001,0,0,4096,660,0,0
38,,2,1,280,-30,1,120,150,130,140,90,100,2,3,3,3,1,2,2,16,15,00000000000000000000001000000011,0,0,4096,730,0,0
39,,2,2,300,75,0,90,100,140,160,150,80,2,2,3,4,1,1,2,13,15,00000000000000000000001000000001,0,0,4096,720,0,0
40,,2,7,320,50,2,90,130,140,100,150,110,2,3,3,2,1,2,1,15,15,00000000000000000000001000000001,0,0,4096,720,0,0
41,,2,9,340,-15,3,90,100,140,130,150,120,2,2,3,3,1,2,2,13,15,00000000000000000000001000000001,0,0,4097,730,0,0
42,,2,10,340,30,0,90,100,110,140,150,120,2,2,2,3,1,2,2,14,15,00000000000000000000001000000001,0,0,4096,710,0,0
43,,2,11,300,85,1,90,100,140,160,170,80,2,2,3,4,2,1,2,11,15,00000000000000000000001000000001,0,0,4096,740,0,0
44,,2,18,320,30,0,100,110,90,160,150,80,2,2,2,4,1,1,3,13,15,00000000000000000000001000000001,0,0,4096,690,0,0
45,,2,26,280,-55,3,90,100,140,160,150,80,2,2,3,4,1,1,2,13,1039,00000000000000000000001000000001,0,0,4096,720,0,0
46,,3,0,360,-20,2,90,40,120,100,110,30,2,2,2,2,2,1,2,10,4099,00000000000000000000000000000101,0,0,0,490,0,0
47,,3,3,400,55,2,170,50,30,100,110,60,4,2,1,2,1,1,1,12,4099,00000000000000000000000000000101,0,0,0,520,0,0
48,,3,28,380,25,2,130,50,80,100,110,90,3,2,2,2,1,2,1,13,4099,00000000000000000000000000000101,0,0,32,560,0,0
49,,4,1,280,-55,1,130,150,110,80,90,140,3,4,2,1,1,3,0,16,579,00000000000000000000000000001001,0,0,64,700,0,0
50,,4,4,300,30,1,130,160,50,70,90,140,3,4,0,1,1,3,0,13,579,00000000000000000000000000001001,0,0,64,640,0,0
51,,4,5,300,60,0,100,150,80,110,120,130,2,4,1,2,2,2,1,14,579,00000000000000000000000000001001,0,0,72,690,0,0
52,,4,7,320,35,2,120,180,100,80,50,150,3,4,1,1,1,3,0,15,579,00000000000000000000000000001001,0,0,64,680,0,0
